report_date,region,country,location_name,post_emergency,refugee_pop,persons_per_tap,liters_person_day,safe_water_perc,persons_per_shower,persons_per_toilet,toilets_per_HH_percentage,persons_per_hygiene_promoter
2019-08,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,13707,NA,10,NA,18,15,1,489
2019-08,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,59401,1094,14,5,27,26,15,724
2019-08,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,7222,NA,13,0,20,14,NA,206
2019-08,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1233,NA,17,0,10,10,NA,411
2019-08,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,7346,145,10,NA,8,9,36,367
2019-08,Sub-Saharan Africa,Chad,Amboko,Post-emergency,11134,NA,25,83,6,6,68,1855
2019-08,Sub-Saharan Africa,Chad,Amnabak,Post-emergency,22929,310,12,100,12,12,23,4585
2019-08,Sub-Saharan Africa,Chad,Beakoro,Post-emergency,199,NA,10,NA,18,18,25,99
2019-08,Sub-Saharan Africa,Chad,Bekan,Post-emergency,3376,NA,10,NA,46,41,10,675
2019-08,Sub-Saharan Africa,Chad,Bekourou,Post-emergency,1444,NA,16,NA,26,24,16,288
2019-08,Sub-Saharan Africa,Chad,Belom,Post-emergency,23157,NA,29,100,6,7,61,4631
2019-08,Sub-Saharan Africa,Chad,Bredjing,Post-emergency,48439,269,14,100,10,11,41,4843
2019-08,Sub-Saharan Africa,Chad,Dar Es Salam,Post-emergency,12287,NA,30,100,20,21,15,2457
2019-08,Sub-Saharan Africa,Chad,Dembo,Post-emergency,3163,NA,15,NA,33,33,11,632
2019-08,Sub-Saharan Africa,Chad,Diba,Post-emergency,3735,NA,12,NA,12,12,20,747
2019-08,Sub-Saharan Africa,Chad,Dilingala,Post-emergency,2311,NA,15,NA,39,35,10,462
2019-08,Sub-Saharan Africa,Chad,Djabal,Post-emergency,23407,111,20,83,9,10,47,4681
2019-08,Sub-Saharan Africa,Chad,Doholo,Post-emergency,6822,NA,28,82,5,6,59,1364
2019-08,Sub-Saharan Africa,Chad,Dosseye,Post-emergency,16262,NA,30,88,5,6,67,3252
2019-08,Sub-Saharan Africa,Chad,Farchana,Post-emergency,30088,386,13,100,7,8,57,4298
2019-08,Sub-Saharan Africa,Chad,Gaga,Post-emergency,26206,624,14,100,7,8,58,4367
2019-08,Sub-Saharan Africa,Chad,Gon,Post-emergency,1875,NA,12,NA,72,59,5,375
2019-08,Sub-Saharan Africa,Chad,Gondje,Post-emergency,9199,NA,33,100,7,7,61,1839
2019-08,Sub-Saharan Africa,Chad,Goz Amer,Post-emergency,35866,NA,18,85,8,9,51,5977
2019-08,Sub-Saharan Africa,Chad,Iridimi,Post-emergency,20503,149,14,100,11,11,35,4100
2019-08,Sub-Saharan Africa,Chad,Kerfi,Post-emergency,1335,NA,40,100,5,5,67,445
2019-08,Sub-Saharan Africa,Chad,Kounoungou,Post-emergency,19473,221,15,100,11,12,35,3894
2019-08,Sub-Saharan Africa,Chad,Mile,Post-emergency,20768,157,14,100,14,14,28,4153
2019-08,Sub-Saharan Africa,Chad,Moyo,Post-emergency,8428,NA,42,100,5,6,69,1685
2019-08,Sub-Saharan Africa,Chad,Oure Cassoni,Post-emergency,30449,203,18,100,8,8,46,6089
2019-08,Sub-Saharan Africa,Chad,Silambi,Post-emergency,902,NA,0,NA,13,13,28,NA
2019-08,Sub-Saharan Africa,Chad,Touloum,Post-emergency,25515,164,15,100,13,13,32,5103
2019-08,Sub-Saharan Africa,Chad,Treguine,Post-emergency,25539,NA,13,89,7,7,62,4256
2019-08,Sub-Saharan Africa,Chad,Vom,Post-emergency,1257,NA,19,NA,8,8,37,251
2019-08,Latin America and the Caribbean,Colombia,Maicao,Emergency,350,NA,17,NA,50,12,NA,NA
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Bili,Post-emergency,NA,0,NA,NA,0,0,NA,0
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Biringi (Aru),Post-emergency,10271,NA,12,100,24,18,20,1283
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Boyabu,Post-emergency,17234,NA,20,NA,35,29,13,4308
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Inke,Post-emergency,18143,NA,17,NA,44,27,14,4535
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Kaka (Dungu),Post-emergency,1893,NA,21,100,17,18,12,631
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Lusenda,Post-emergency,29154,97,20,NA,22,15,26,1005
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Meri (Aba),Post-emergency,35721,NA,13,NA,19,20,16,2747
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Mole,Post-emergency,14951,NA,14,100,34,23,14,3737
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,6662,82,21,NA,7,6,52,475
2019-08,Sub-Saharan Africa,Democratic Republic of the Congo,Nambili (Doruma),Post-emergency,5853,NA,18,NA,23,18,23,1951
2019-08,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,15743,73,10,100,56,10,35,NA
2019-08,Sub-Saharan Africa,Ethiopia,Adi Harush,Post-emergency,15279,80,15,100,31,10,56,1175
2019-08,Sub-Saharan Africa,Ethiopia,Aysaita,Post-emergency,21392,158,16,100,71,28,45,4278
2019-08,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,17041,50,14,100,6,5,83,1136
2019-08,Sub-Saharan Africa,Ethiopia,Berhale,Post-emergency,19143,110,12,100,41,23,37,1472
2019-08,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,42981,130,16,100,43,39,12,716
2019-08,Sub-Saharan Africa,Ethiopia,Buramino,Post-emergency,42271,116,15,100,73,43,11,1625
2019-08,Sub-Saharan Africa,Ethiopia,Dollo Ado Transit Centre,Emergency,548,91,18,100,68,27,NA,548
2019-08,Sub-Saharan Africa,Ethiopia,Fugnido,Post-emergency,40418,69,20,100,37,11,43,748
2019-08,Sub-Saharan Africa,Ethiopia,Fugnido 2,Post-emergency,8715,47,20,100,17,11,41,435
2019-08,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,51807,148,17,100,24,50,10,1671
2019-08,Sub-Saharan Africa,Ethiopia,Jewi,Post-emergency,53982,118,17,100,26,9,54,899
2019-08,Sub-Saharan Africa,Ethiopia,Kebribeyah,Post-emergency,14532,67,14,NA,NA,15,49,NA
2019-08,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,48275,163,20,100,28,20,19,804
2019-08,Sub-Saharan Africa,Ethiopia,Kule,Post-emergency,42785,132,16,100,85,12,39,541
2019-08,Sub-Saharan Africa,Ethiopia,Mai Aini,Post-emergency,15742,98,12,100,25,9,64,874
2019-08,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,34784,141,21,100,28,18,22,579
2019-08,Sub-Saharan Africa,Ethiopia,Nguenyyiel,Post-emergency,NA,0,NA,NA,0,0,NA,0
2019-08,Sub-Saharan Africa,Ethiopia,Okugo,Post-emergency,10159,83,21,100,NA,16,19,461
2019-08,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,10109,84,23,100,7,6,66,505
2019-08,Sub-Saharan Africa,Ethiopia,Shimelba,Post-emergency,7421,95,20,100,20,7,60,463
2019-08,Sub-Saharan Africa,Ethiopia,Tierkidi,Post-emergency,59113,189,12,100,248,15,29,1074
2019-08,Sub-Saharan Africa,Ethiopia,Tongo,Post-emergency,10074,161,19,100,4,7,65,503
2019-08,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,12186,91,21,100,6,6,75,609
2019-08,Sub-Saharan Africa,Ghana,Fetentaa,Post-emergency,848,55,20,33,24,9,2,84
2019-08,Western Asia,Iraq,Arbat,Post-emergency,9088,4,128,100,4,4,88,1817
2019-08,Western Asia,Iraq,Basirma,Post-emergency,2575,5,127,100,4,5,100,858
2019-08,Western Asia,Iraq,Kawergosk,Post-emergency,7575,4,97,100,4,4,100,946
2019-08,Western Asia,Iraq,Qushtapa,Post-emergency,8071,5,94,100,4,4,100,896
2019-08,Western Asia,Jordan,Azraq,Post-emergency,35728,119,62,100,82,11,NA,NA
2019-08,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,NA,0,NA,NA,NA,0,NA,0
2019-08,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,79645,96,26,100,NA,5,87,1991
2019-08,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,72227,63,30,99,NA,7,74,1805
2019-08,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,42161,70,6,NA,13,8,41,147
2019-08,Sub-Saharan Africa,Niger,Abala,Post-emergency,15290,228,13,NA,66,22,NA,15290
2019-08,Sub-Saharan Africa,Niger,Tabareybarey,Post-emergency,10648,201,16,NA,141,104,NA,10648
2019-08,Sub-Saharan Africa,Republic of Congo,Gamboma,Emergency,1588,NA,17,NA,24,24,NA,NA
2019-08,Sub-Saharan Africa,South Sudan,Ajoung Thok,Post-emergency,39154,70,22,81,NA,7,64,315
2019-08,Sub-Saharan Africa,South Sudan,Pamir,Post-emergency,33865,84,16,79,NA,10,33,498
2019-08,Sub-Saharan Africa,South Sudan,Yusuf Batil,Post-emergency,45906,89,26,100,NA,13,37,498
2019-08,Northern Africa,Sudan,Abu Jubaiha Town,Post-emergency,2781,NA,0,NA,NA,NA,NA,NA
2019-08,Northern Africa,Sudan,Abunowara,Post-emergency,367,37,0,NA,NA,NA,NA,NA
2019-08,Northern Africa,Sudan,Al Amira,Post-emergency,NA,NA,NA,NA,NA,0,NA,NA
2019-08,Northern Africa,Sudan,Al Jameya,Post-emergency,6892,98,24,79,NA,5,89,459
2019-08,Northern Africa,Sudan,Al Kashafa,Post-emergency,13009,164,12,79,NA,17,20,448
2019-08,Northern Africa,Sudan,Al Redis 1,Post-emergency,11397,126,14,96,NA,21,18,495
2019-08,Northern Africa,Sudan,Al Redis 2,Post-emergency,26065,107,13,96,NA,24,9,521
2019-08,Northern Africa,Sudan,Alagaya,Post-emergency,16798,76,12,100,NA,82,NA,466
2019-08,Northern Africa,Sudan,Dabat Bosin,Post-emergency,3190,132,25,100,NA,42,NA,531
2019-08,Northern Africa,Sudan,Dar Batti,Post-emergency,13885,NA,0,NA,NA,NA,NA,156
2019-08,Northern Africa,Sudan,"Elleri West7 (Dar Batti, El Gokhop and Um Kawarow)",Post-emergency,423,NA,23,NA,NA,NA,NA,NA
2019-08,Northern Africa,Sudan,Gedied,Post-emergency,1162,NA,0,NA,NA,10,38,105
2019-08,Northern Africa,Sudan,Gurayd,Post-emergency,1377,NA,0,NA,NA,12,39,137
2019-08,Northern Africa,Sudan,Jouri,Post-emergency,10919,70,15,92,NA,17,20,454
2019-08,Northern Africa,Sudan,Khor Alwarel,Post-emergency,45431,171,8,100,NA,74,NA,698
2019-08,Northern Africa,Sudan,Mukjar,Post-emergency,NA,NA,NA,NA,NA,NA,NA,NA
2019-08,Northern Africa,Sudan,Sirajiya,Post-emergency,5682,NA,0,NA,NA,NA,NA,NA
2019-08,Sub-Saharan Africa,Tanzania,Mtendeli,Post-emergency,33813,76,25,100,NA,6,41,913
2019-08,Sub-Saharan Africa,Tanzania,Nduta,Post-emergency,84854,74,23,100,6,10,44,725
2019-08,Sub-Saharan Africa,Tanzania,Nyarugusu Burundian,Post-emergency,85059,76,20,100,NA,8,52,989
2019-08,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,59586,46,24,100,NA,6,79,677
2019-08,Sub-Saharan Africa,Uganda,Adjumani,Post-emergency,204557,NA,15,79,NA,8,73,1162
2019-08,Sub-Saharan Africa,Uganda,Imvepi,Post-emergency,61017,154,5,70,4,4,71,535
2019-08,Sub-Saharan Africa,Uganda,Kyaka II,Emergency,103000,NA,8,NA,15,8,NA,NA
2019-08,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,86293,564,18,NA,17,5,76,341
2019-08,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,8027,617,21,100,12,10,76,891
2019-08,Sub-Saharan Africa,Uganda,Rhino Camp,Post-emergency,110345,273,26,88,16,7,43,817
2019-08,Sub-Saharan Africa,Zambia,Mantapala,Post-emergency,14950,125,22,NA,5,6,56,299
2019-07,Northern Africa,Algeria,Auserd,Post-emergency,18638,61,16,100,4,5,94,642
2019-07,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,23,100,4,5,94,331
2019-07,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,35,NA,4,5,98,374
2019-07,Northern Africa,Algeria,Layounne,Post-emergency,25503,NA,13,100,5,5,88,1275
2019-07,Northern Africa,Algeria,Smara,Post-emergency,25389,98,20,100,5,5,87,1493
2019-07,Southern Asia,Bangladesh,Kutupalong,Post-emergency,17470,30,25,50,44,18,100,NA
2019-07,Southern Asia,Bangladesh,Nayapara,Post-emergency,26000,52,27,35,65,33,NA,1625
2019-07,Sub-Saharan Africa,Burundi,Bwagiriza,Post-emergency,9875,104,20,NA,5,6,28,NA
2019-07,Sub-Saharan Africa,Burundi,Gasorgwe,Post-emergency,7912,377,20,NA,29,15,NA,NA
2019-07,Sub-Saharan Africa,Burundi,Kavumu,Post-emergency,18023,124,9,NA,6,14,28,NA
2019-07,Sub-Saharan Africa,Burundi,Musasa,Post-emergency,8487,99,14,NA,48,36,NA,NA
2019-07,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,12370,NA,15,NA,16,16,NA,309
2019-07,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,25403,121,14,76,43,39,1,479
2019-07,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,13379,160,14,NA,16,16,1,431
2019-07,Sub-Saharan Africa,Cameroon,Mbile,Post-emergency,13721,NA,10,NA,18,16,1,490
2019-07,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,59124,NA,14,100,27,26,15,721
2019-07,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,7222,NA,15,0,22,14,NA,206
2019-07,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1233,NA,17,0,10,10,NA,411
2019-07,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,7197,145,10,NA,8,8,38,359
2019-07,Latin America and the Caribbean,Colombia,Maicao,Emergency,350,NA,17,NA,50,13,NA,NA
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Biringi (Aru),Post-emergency,9608,NA,13,100,22,17,24,1201
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Kaka (Dungu),Post-emergency,1893,NA,21,100,17,18,12,631
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Meri (Aba),Post-emergency,35721,NA,13,100,19,20,16,2747
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Mole,Post-emergency,14857,531,19,100,34,23,14,3714
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,6662,NA,21,NA,7,6,52,277
2019-07,Sub-Saharan Africa,Democratic Republic of the Congo,Nambili (Doruma),Post-emergency,5853,NA,18,NA,23,18,23,1951
2019-07,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,15762,73,11,80,56,10,35,NA
2019-07,Sub-Saharan Africa,Ethiopia,Adi Harush,Post-emergency,15279,98,10,100,31,10,56,848
2019-07,Sub-Saharan Africa,Ethiopia,Aysaita,Post-emergency,19605,145,17,100,59,26,43,3921
2019-07,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,17041,50,18,100,7,5,78,1136
2019-07,Sub-Saharan Africa,Ethiopia,Berhale,Post-emergency,17323,101,11,100,37,20,37,1332
2019-07,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,42981,130,15,100,43,39,12,716
2019-07,Sub-Saharan Africa,Ethiopia,Buramino,Post-emergency,42271,116,15,100,73,43,11,1625
2019-07,Sub-Saharan Africa,Ethiopia,Dollo Ado Transit Centre,Emergency,1665,NA,6,NA,208,83,NA,NA
2019-07,Sub-Saharan Africa,Ethiopia,Fugnido,Post-emergency,39876,68,19,100,36,11,43,738
2019-07,Sub-Saharan Africa,Ethiopia,Fugnido 2,Post-emergency,8715,47,19,100,17,11,41,435
2019-07,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,51807,148,17,100,24,50,10,1671
2019-07,Sub-Saharan Africa,Ethiopia,Jewi,Post-emergency,53538,117,17,100,26,9,55,892
2019-07,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,48275,163,20,100,28,20,19,804
2019-07,Sub-Saharan Africa,Ethiopia,Kule,Post-emergency,42587,131,15,100,26,12,39,539
2019-07,Sub-Saharan Africa,Ethiopia,Mai Aini,Post-emergency,15742,98,11,100,0,9,64,NA
2019-07,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,34784,141,20,100,28,18,22,579
2019-07,Sub-Saharan Africa,Ethiopia,Nguenyyiel,Post-emergency,81091,135,11,100,16,15,30,479
2019-07,Sub-Saharan Africa,Ethiopia,Okugo,Post-emergency,9929,82,21,100,NA,16,20,451
2019-07,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,10109,80,18,100,7,7,60,505
2019-07,Sub-Saharan Africa,Ethiopia,Shimelba,Post-emergency,7421,95,24,100,20,7,60,463
2019-07,Sub-Saharan Africa,Ethiopia,Tierkidi,Post-emergency,58242,187,14,100,244,15,29,1058
2019-07,Sub-Saharan Africa,Ethiopia,Tongo,Post-emergency,10074,161,18,100,4,8,59,503
2019-07,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,12186,87,20,100,6,6,68,609
2019-07,Sub-Saharan Africa,Ghana,Fetentaa,Post-emergency,848,55,20,33,24,9,2,84
2019-07,Western Asia,Iraq,Basirma,Post-emergency,2635,NA,122,100,4,5,100,878
2019-07,Western Asia,Iraq,Kawergosk,Post-emergency,7582,NA,124,100,4,4,100,947
2019-07,Western Asia,Iraq,Qushtapa,Post-emergency,8013,4,109,100,4,4,100,1001
2019-07,Sub-Saharan Africa,Kenya,Dagahaley,Post-emergency,75764,91,27,99,NA,7,77,1894
2019-07,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,79511,95,22,100,NA,5,87,1987
2019-07,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,71695,63,32,98,NA,7,74,1792
2019-07,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,41110,69,7,0,13,7,43,135
2019-07,Southern Asia,Nepal,Beldangi,Post-emergency,5806,21,32,NA,NA,NA,NA,NA
2019-07,Sub-Saharan Africa,Niger,Abala,Post-emergency,15139,226,15,NA,64,22,NA,15139
2019-07,Sub-Saharan Africa,Niger,Tabareybarey,Post-emergency,10648,201,15,NA,141,104,NA,10648
2019-07,Sub-Saharan Africa,Nigeria,Adagom,Post-emergency,9233,NA,0,NA,NA,72,NA,NA
2019-07,Sub-Saharan Africa,Republic of Congo,Gamboma,Emergency,1358,NA,14,NA,22,22,NA,NA
2019-07,Sub-Saharan Africa,Rwanda,Gihembe,Post-emergency,12569,57,18,100,130,19,NA,90
2019-07,Sub-Saharan Africa,Rwanda,Kigeme,Post-emergency,20793,186,12,NA,128,39,NA,945
2019-07,Sub-Saharan Africa,Rwanda,Kiziba,Post-emergency,17008,50,20,0,173,43,NA,76
2019-07,Sub-Saharan Africa,Rwanda,Mahama,Post-emergency,61191,77,19,100,17,17,NA,509
2019-07,Sub-Saharan Africa,Rwanda,Mugombwa,Post-emergency,10474,87,20,100,38,24,NA,872
2019-07,Sub-Saharan Africa,Rwanda,Nyabiheke,Post-emergency,14303,97,16,92,125,20,NA,113
2019-07,Sub-Saharan Africa,South Sudan,Ajoung Thok,Post-emergency,38862,71,24,89,NA,7,63,321
2019-07,Sub-Saharan Africa,South Sudan,Pamir,Post-emergency,33633,84,17,80,NA,11,30,494
2019-07,Northern Africa,Sudan,Al Kashafa,Post-emergency,13009,NA,8,91,NA,NA,NA,NA
2019-07,Northern Africa,Sudan,Al Redis 1,Post-emergency,11399,126,12,100,NA,21,18,495
2019-07,Northern Africa,Sudan,Al Redis 2,Post-emergency,26065,107,14,86,NA,26,9,521
2019-07,Northern Africa,Sudan,Jouri,Post-emergency,10919,70,7,83,NA,24,13,454
2019-07,Northern Africa,Sudan,Um Sangour,Post-emergency,23424,242,10,75,NA,18,15,780
2019-07,Sub-Saharan Africa,Tanzania,Mtendeli,Post-emergency,34500,78,27,100,NA,7,41,932
2019-07,Sub-Saharan Africa,Tanzania,Nduta,Post-emergency,86071,76,22,100,6,12,44,735
2019-07,Sub-Saharan Africa,Tanzania,Nyarugusu Burundian,Post-emergency,85796,94,20,100,NA,9,47,986
2019-07,Sub-Saharan Africa,Tanzania,Nyarugusu Congolese,Post-emergency,59464,53,23,100,NA,6,67,675
2019-07,Sub-Saharan Africa,Uganda,Imvepi,Post-emergency,59789,150,20,68,4,4,72,515
2019-07,Sub-Saharan Africa,Uganda,Kyaka II,Emergency,95185,NA,8,NA,14,8,NA,NA
2019-07,Sub-Saharan Africa,Uganda,Nakivale,Post-emergency,89207,NA,18,NA,11,6,76,9911
2019-07,Sub-Saharan Africa,Uganda,Oruchinga,Post-emergency,7272,559,24,100,11,9,68,2424
2019-07,Sub-Saharan Africa,Uganda,Palorinya,Post-emergency,NA,106,NA,NA,0,0,NA,0
2019-07,Sub-Saharan Africa,Uganda,Rhino Camp,Post-emergency,109556,273,20,10,17,8,42,805
2019-07,Sub-Saharan Africa,Uganda,Rwamwanja,Post-emergency,69372,985,12,8,8,6,59,381
2019-06,Northern Africa,Algeria,Auserd,Post-emergency,18638,61,7,100,4,5,94,642
2019-06,Northern Africa,Algeria,Boujdour,Post-emergency,9601,NA,24,100,4,5,94,331
2019-06,Northern Africa,Algeria,Dakhla,Post-emergency,10870,49,43,NA,4,5,98,374
2019-06,Northern Africa,Algeria,Layounne,Post-emergency,25503,NA,15,100,5,5,88,1275
2019-06,Northern Africa,Algeria,Smara,Post-emergency,25389,98,20,100,5,5,87,1493
2019-06,Sub-Saharan Africa,Cameroon,Borgop,Post-emergency,12222,NA,14,0,16,16,NA,305
2019-06,Sub-Saharan Africa,Cameroon,Gado,Post-emergency,25403,121,14,65,43,39,1,479
2019-06,Sub-Saharan Africa,Cameroon,Lolo,Post-emergency,13379,160,15,100,16,16,NA,431
2019-06,Sub-Saharan Africa,Cameroon,Minawao,Post-emergency,NA,1106,NA,NA,0,0,NA,0
2019-06,Sub-Saharan Africa,Cameroon,Ngam,Post-emergency,7199,NA,15,0,23,14,NA,205
2019-06,Sub-Saharan Africa,Cameroon,Ngarisingo,Post-emergency,1232,NA,17,NA,10,10,NA,410
2019-06,Sub-Saharan Africa,Cameroon,Timangolo,Post-emergency,7197,145,10,NA,8,8,38,359
2019-06,Latin America and the Caribbean,Colombia,Maicao,Emergency,350,NA,17,NA,50,12,NA,NA
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Bili,Post-emergency,9542,1193,5,NA,16,9,69,2385
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Biringi (Aru),Post-emergency,9908,NA,14,NA,30,22,14,1981
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Boyabu,Post-emergency,17182,NA,19,NA,35,29,13,4295
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Inke,Post-emergency,18054,NA,17,NA,45,32,12,4513
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Kaka (Dungu),Post-emergency,1063,NA,37,100,10,10,22,354
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Lusenda,Post-emergency,29799,99,20,27,23,16,26,1027
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Meri (Aba),Post-emergency,35423,NA,13,NA,18,19,16,2951
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Mole,Post-emergency,NA,0,NA,NA,0,0,NA,0
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Mulongwe (Baraka),Post-emergency,7221,89,12,32,8,8,46,515
2019-06,Sub-Saharan Africa,Democratic Republic of the Congo,Nambili (Doruma),Post-emergency,5853,NA,18,NA,23,18,23,1951
2019-06,Sub-Saharan Africa,Djibouti,Ali Adde,Post-emergency,15795,73,13,100,56,10,35,NA
2019-06,Sub-Saharan Africa,Ethiopia,Adi Harush,Post-emergency,15279,80,13,100,31,10,56,898
2019-06,Sub-Saharan Africa,Ethiopia,Aysaita,Post-emergency,19701,NA,35,100,64,27,42,3940
2019-06,Sub-Saharan Africa,Ethiopia,Bambasi,Post-emergency,17516,52,15,100,6,6,77,1167
2019-06,Sub-Saharan Africa,Ethiopia,Berhale,Post-emergency,17323,100,8,100,37,20,37,1332
2019-06,Sub-Saharan Africa,Ethiopia,Bokolmanyo,Post-emergency,42981,130,17,100,43,39,12,716
2019-06,Sub-Saharan Africa,Ethiopia,Buramino,Post-emergency,42271,116,13,100,73,43,11,1625
2019-06,Sub-Saharan Africa,Ethiopia,Dollo Ado Transit Centre,Emergency,394,NA,25,NA,49,19,NA,NA
2019-06,Sub-Saharan Africa,Ethiopia,Fugnido,Post-emergency,39472,67,19,100,36,11,43,730
2019-06,Sub-Saharan Africa,Ethiopia,Fugnido 2,Post-emergency,8625,47,20,100,17,11,41,431
2019-06,Sub-Saharan Africa,Ethiopia,Hilaweyn,Post-emergency,51807,148,17,100,24,50,10,1671
2019-06,Sub-Saharan Africa,Ethiopia,Jewi,Post-emergency,51409,113,18,100,25,9,57,856
2019-06,Sub-Saharan Africa,Ethiopia,Kebribeyah,Post-emergency,14047,631,12,50,NA,8,91,2809
2019-06,Sub-Saharan Africa,Ethiopia,Kobe,Post-emergency,48275,163,19,100,28,20,19,804
2019-06,Sub-Saharan Africa,Ethiopia,Kule,Post-emergency,42313,131,18,100,26,12,39,535
2019-06,Sub-Saharan Africa,Ethiopia,Mai Aini,Post-emergency,15742,97,14,100,25,9,64,828
2019-06,Sub-Saharan Africa,Ethiopia,Melkadida,Post-emergency,34784,141,20,100,28,18,22,579
2019-06,Sub-Saharan Africa,Ethiopia,Nguenyyiel,Post-emergency,80781,135,11,100,16,16,29,475
2019-06,Sub-Saharan Africa,Ethiopia,Okugo,Post-emergency,9735,74,20,100,NA,27,12,442
2019-06,Sub-Saharan Africa,Ethiopia,Sheder,Post-emergency,10002,87,6,17,NA,12,39,2000
2019-06,Sub-Saharan Africa,Ethiopia,Sherkole,Post-emergency,11017,90,20,100,7,7,53,550
2019-06,Sub-Saharan Africa,Ethiopia,Shimelba,Post-emergency,7421,95,17,100,20,6,67,463
2019-06,Sub-Saharan Africa,Ethiopia,Tierkidi,Post-emergency,50877,163,12,100,213,13,36,925
2019-06,Sub-Saharan Africa,Ethiopia,Tongo,Post-emergency,12219,177,18,100,5,9,53,610
2019-06,Sub-Saharan Africa,Ethiopia,Tsore Camp (Assosa),Post-emergency,13076,44,20,100,7,7,67,653
2019-06,Western Asia,Iraq,Arbat,Post-emergency,9005,4,124,100,4,4,NA,1801
2019-06,Western Asia,Iraq,Basirma,Post-emergency,2647,NA,113,100,4,5,100,882
2019-06,Western Asia,Iraq,Kawergosk,Post-emergency,7577,4,119,100,4,4,100,947
2019-06,Western Asia,Iraq,Qushtapa,Post-emergency,7950,4,110,100,4,4,100,993
2019-06,Sub-Saharan Africa,Kenya,Hagadera,Post-emergency,79560,96,23,100,NA,5,87,1989
2019-06,Sub-Saharan Africa,Kenya,Ifo,Post-emergency,70799,62,29,100,NA,7,74,1769
2019-06,Sub-Saharan Africa,Malawi,Dzaleka,Post-emergency,39770,66,7,NA,13,7,45,130
